ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,Date,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,LONGITUDE,LATITUDE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,RMA,STAT_DIV_NAME,Rainfall amount (millimetres),Maximum temperature (Degree C)
T20140013978,Driving accident,Finished,2014/07/07,17:45:00,No,Struck Pedestrian,Monday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,Camping grounds or off road,No,144.89494892,-37.6930581,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.2,15.3
T20140013706,Driving accident,Finished,2014/07/03,15:50:00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,1.0,1.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,11.7
T20140014503,Driving accident,Finished,2014/07/14,13:27:00,No,Collision with vehicle,Monday,LANE CHANGE LEFT (NOT OVERTAKING),No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,No,-1.0,-37.69217366,HUME,METROPOLITAN NORTH WEST REGION,5.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,2.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.4,12.4
T20140014709,Driving accident,Finished,2014/07/16,13:30:00,No,No collision and no object struck,Wednesday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,No,Not at intersection,Other injury accident,100 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,1.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.4,13.8
T20140014809,Driving accident,Finished,2014/07/17,20:40:00,Yes,No collision and no object struck,Thursday,OFF CARRIAGEWAY TO LEFT,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,70 km/hr,Yes,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,1.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,11.7
T20140015008,Driving accident,Unfinished,2014/07/11,15:46:00,No,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Day,Yes,Unknown,Other injury accident,40 km/hr,No,144.85034082,-37.67215947,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,14.4
T20140015024,Driving accident,Finished,2014/07/21,17:30:00,No,Collision with vehicle,Monday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dusk/Dawn,Yes,Cross intersection,Serious injury accident,50 km/hr,No,144.92796443,-37.68239911,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,13.4
T20140015238,Driving accident,Finished,2014/07/05,17:50:00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Dusk/Dawn,No,Cross intersection,Other injury accident,40 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,4.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,SMALL_CITIES,SMALL_CITIES,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,14.5
T20140015079,Driving accident,Finished,2014/07/22,09:15:00,No,Collision with vehicle,Tuesday,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,No,Day,No,Cross intersection,Other injury accident,60 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,SMALL_CITIES,SMALL_CITIES,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,10.1
T20140015088,Driving accident,Finished,2014/07/22,13:05:00,No,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,50 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,10.1
T20140015349,Driving accident,Finished,2014/07/25,17:00:00,Yes,Collision with vehicle,Friday,RIGHT THROUGH,No,Dusk/Dawn,Yes,T intersection,Serious injury accident,100 km/hr,No,144.76017911,-37.58299484,HUME,METROPOLITAN NORTH WEST REGION,6.0,0.0,1.0,0.0,5.0,4.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,3.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,15.9
T20140015197,Driving accident,Finished,2014/07/23,17:14:00,No,Collision with vehicle,Wednesday,HEAD ON (NOT OVERTAKING),No,Dusk/Dawn,Yes,Not at intersection,Fatal accident,100 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,4.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,12.4
T20140015482,Driving accident,Finished,2014/07/23,20:15:00,Yes,Collision with a fixed object,Wednesday,REVERSING INTO FIXED OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,T intersection,Other injury accident,40 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,12.4
T20140015208,Driving accident,Finished,2014/07/20,13:05:00,No,Collision with a fixed object,Sunday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Multiple intersection,Serious injury accident,40 km/hr,Yes,144.85210431,-37.67300387,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,12.8
T20140015864,Driving accident,Finished,2014/08/01,17:00:00,Yes,Collision with vehicle,Friday,LEFT NEAR (INTERSECTIONS ONLY),No,Dusk/Dawn,Yes,T intersection,Serious injury accident,70 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,4.0,0.0,4.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,6.8,10.2
T20140015411,Driving accident,Finished,2014/07/26,17:40:00,Yes,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,100 km/hr,No,144.87045914,-37.6807029,HUME,METROPOLITAN NORTH WEST REGION,9.0,0.0,1.0,3.0,5.0,6.0,3.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,4.0,0.0,4.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,14.3
T20140015434,Driving accident,Finished,2014/07/26,20:00:00,Yes,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,60 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,6.0,0.0,0.0,1.0,5.0,1.0,5.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,14.3
T20140015664,Driving accident,Finished,2014/07/26,13:30:00,No,Collision with vehicle,Saturday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,Yes,Day,Yes,Not at intersection,Other injury accident,50 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,1.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,14.3
T20140016244,Driving accident,Unfinished,2014/08/06,16:47:00,No,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Unknown,Other injury accident,60 km/hr,No,144.91736446,-37.68490317,HUME,METROPOLITAN NORTH WEST REGION,5.0,0.0,0.0,1.0,4.0,1.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,15.3
T20140016251,Driving accident,Finished,2014/08/06,21:15:00,Yes,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,60 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,15.3
T20140016193,Driving accident,Finished,2014/08/06,01:14:00,Yes,Collision with a fixed object,Wednesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,60 km/hr,Yes,144.9105828,-37.59084345,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,1.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,15.3
T20140016226,Driving accident,Finished,2014/08/06,07:50:00,No,Collision with a fixed object,Wednesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,60 km/hr,Yes,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.0,1.0,0.0,0.0,SMALL_CITIES,SMALL_CITIES,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,15.3
T20140016096,Driving accident,Finished,2014/07/30,17:50:00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,No,Not at intersection,Other injury accident,80 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,18.0
T20140016475,Driving accident,Finished,2014/08/09,17:35:00,Yes,Collision with a fixed object,Saturday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,60 km/hr,Yes,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,1.0,1.0,0.0,0.0,1.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,13.1
T20140016610,Driving accident,Finished,2014/08/11,15:50:00,No,Collision with vehicle,Monday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,50 km/hr,No,144.91758933,-37.663019,HUME,METROPOLITAN NORTH WEST REGION,5.0,0.0,0.0,2.0,3.0,1.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,5.6,11.1
T20140016698,Driving accident,Finished,2014/08/12,20:15:00,Yes,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Other injury accident,50 km/hr,No,144.92904597,-37.64378014,HUME,METROPOLITAN NORTH WEST REGION,5.0,0.0,0.0,1.0,4.0,1.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,2.4,11.5
T20140016433,Driving accident,Finished,2014/08/08,20:30:00,Yes,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,70 km/hr,No,-1.0,-37.66762861,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.6,15.3
T20140016540,Driving accident,Finished,2014/08/10,19:09:00,Yes,Collision with a fixed object,Sunday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,60 km/hr,Yes,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.4,11.5
T20140017150,Driving accident,Finished,2014/08/18,15:00:00,No,Collision with vehicle,Sunday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,12.7
T20140017328,Driving accident,Unfinished,2014/08/21,08:42:00,No,Collision with vehicle,Wednesday,LANE CHANGE RIGHT (NOT OVERTAKING),No,Day,Yes,Unknown,Other injury accident,80 km/hr,No,144.95164405,-37.64449583,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,17.0
T20140016795,Driving accident,Finished,2014/08/14,06:15:00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,100 km/hr,No,144.88219791,-37.69063622,HUME,METROPOLITAN NORTH WEST REGION,4.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.4,14.5
T20140017405,Driving accident,Finished,2014/08/22,17:30:00,Yes,Collision with vehicle,Friday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dusk/Dawn,Yes,T intersection,Other injury accident,70 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,19.1
T20140017367,Driving accident,Finished,2014/08/22,09:00:00,No,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,100 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,19.1
T20140017739,Driving accident,Finished,2014/08/22,15:45:00,No,Collision with vehicle,Friday,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,No,Day,No,Not at intersection,Other injury accident,50 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,19.1
T20140017339,Driving accident,Unfinished,2014/08/16,11:05:00,No,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Unknown,Other injury accident,60 km/hr,No,144.95106736,-37.64329263,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,12.9
T20140017019,Driving accident,Finished,2014/08/16,00:33:00,Yes,Collision with a fixed object,Saturday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,50 km/hr,Yes,144.88647067,-37.68495987,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,12.9
T20140017846,Driving accident,Finished,2014/08/28,12:45:00,No,Collision with vehicle,Thursday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Day,Yes,Not at intersection,Other injury accident,50 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,2.0,0.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.2,20.3
T20140017842,Driving accident,Finished,2014/08/28,13:00:00,No,Collision with vehicle,Thursday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.2,20.3
T20140017468,Driving accident,Finished,2014/08/23,11:58:00,No,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,70 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,7.0,0.0,0.0,2.0,5.0,1.0,6.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,3.0,0.0,3.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,19.6
T20140017658,Driving accident,Finished,2014/08/23,11:30:00,No,Collision with vehicle,Friday,ACCIDENT OR BROKEN DOWN,No,Day,No,Not at intersection,Serious injury accident,100 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,0.0,2.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,19.6
T20140017736,Driving accident,Finished,2014/08/27,08:20:00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,144.93476961,-37.6871301,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,18.9
T20140017859,Driving accident,Finished,2014/08/24,22:00:00,Yes,Collision with vehicle,Sunday,RIGHT FAR (INTERSECTIONS ONLY),No,Dark Street lights unknown,No,T intersection,Other injury accident,Not known,No,144.96453228,-37.68052599,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.6,15.5
T20140017536,Driving accident,Finished,2014/08/24,14:20:00,No,Collision with a fixed object,Sunday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,Yes,144.83971091,-37.70031845,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.6,15.5
T20140018473,Driving accident,Finished,2014/09/05,17:00:00,Yes,Collision with vehicle,Friday,HEAD ON (NOT OVERTAKING),No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,80 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,8.0,0.0,0.0,6.0,2.0,7.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,5.0,0.0,5.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,15.2
