,OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,LONGITUDE,LATITUDE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,STAT_DIV_NAME
2296,2297,T20140018012,Driving accident,Finished,2014/08/30,15:55:00,Yes,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,144.83572409,-37.63285746,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Metro
2343,2344,T20140018184,Driving accident,Finished,2014/09/02,09:35:00,No,Vehicle overturned (no collision),Tuesday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
2351,2352,T20140018757,Driving accident,Finished,2014/09/09,23:00:00,Yes,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Cross intersection,Other injury accident,70 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,1.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
2359,2360,T20140018155,Driving accident,Finished,2014/09/01,19:30:00,Yes,Struck animal,Sunday,STRUCK ANIMAL,No,Dark No street lights,Yes,Not at intersection,Serious injury accident,80 km/hr,No,144.84613737,-37.63056761,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Metro
2426,2427,T20140018908,Driving accident,Finished,2014/09/12,06:30:00,No,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,0.0,1.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Metro
2550,2551,T20140019178,Driving accident,Finished,2014/09/16,08:30:00,No,Collision with vehicle,Tuesday,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,No,Day,Yes,Private property,Other injury accident,Camping grounds or off road,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
2556,2557,T20140018469,Driving accident,Finished,2014/09/05,15:05:00,No,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Serious injury accident,80 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,6.0,0.0,1.0,3.0,2.0,1.0,5.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
2557,2558,T20140018475,Driving accident,Finished,2014/09/05,15:40:00,No,Collision with vehicle,Friday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Serious injury accident,60 km/hr,No,144.91069526,-37.59013968,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
2567,2568,T20140018410,Driving accident,Finished,2014/09/03,14:45:00,No,Collision with vehicle,Wednesday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,No,144.88237556,-37.60052772,HUME,METROPOLITAN NORTH WEST REGION,4.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,1.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Metro
2623,2624,T20140019387,Driving accident,Finished,2014/09/18,21:04:00,Yes,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,60 km/hr,Yes,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
2642,2643,T20140019323,Driving accident,Finished,2014/09/16,11:15:00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Not at intersection,Other injury accident,80 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,1.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
2698,2699,T20140019442,Driving accident,Private Property,2014/08/24,12:30:00,No,No collision and no object struck,Sunday,UNKNOWN-NO DETAILS ON MANOEUVRES OF ROAD-USERS IN ACCIDENT,No,Day,No,Unknown,Serious injury accident,Camping grounds or off road,No,144.73264159,-37.61309811,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,1.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Metro
2866,2867,T20140019717,Driving accident,Finished,2014/09/23,20:05:00,Yes,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,80 km/hr,No,144.95139741,-37.64338415,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
2881,2882,T20140019739,Driving accident,Finished,2014/09/24,11:54:00,No,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,80 km/hr,No,144.9289996,-37.64378564,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
2905,2906,T20140019780,Driving accident,Finished,2014/09/24,19:05:00,Yes,Collision with vehicle,Tuesday,U TURN,No,Dark Street lights on,Yes,T intersection,Other injury accident,60 km/hr,No,144.9173275,-37.68492603,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
2918,2919,T20140019005,Driving accident,Finished,2014/09/13,12:37:00,No,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,No,144.87957553,-37.64896669,HUME,METROPOLITAN NORTH WEST REGION,6.0,0.0,1.0,1.0,4.0,2.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,0.0,4.0,0.0,3.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Metro
3039,3040,T20140019930,Driving accident,Finished,2014/09/26,17:20:00,Yes,Collision with vehicle,Friday,RIGHT TURN SIDESWIPE,No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,60 km/hr,No,-1.0,-37.67013286,HUME,METROPOLITAN NORTH WEST REGION,4.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
3069,3070,T20140019874,Driving accident,Finished,2014/09/25,20:10:00,Yes,Collision with vehicle,Thursday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,50 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,1.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
3096,3097,T20140020436,Driving accident,Finished,2014/10/03,17:30:00,Yes,Collision with vehicle,Friday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dusk/Dawn,Yes,T intersection,Other injury accident,50 km/hr,No,-1.0,-37.66828677,HUME,METROPOLITAN NORTH WEST REGION,5.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
3118,3119,T20140020096,Driving accident,Finished,2014/09/13,17:22:00,Yes,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,60 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
3138,3139,T20140020572,Driving accident,Finished,2014/10/06,01:04:00,Yes,Collision with vehicle,Monday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,50 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
3240,3241,T20140019702,Driving accident,Finished,2014/09/23,15:10:00,No,Struck Pedestrian,Tuesday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,No,Day,Yes,Not at intersection,Other injury accident,50 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,4.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,SMALL_CITIES,SMALL_CITIES,HUME,METROPOLITAN NORTH WEST REGION,Metro
3255,3256,T20140019831,Driving accident,Finished,2014/09/25,11:30:00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,144.92893583,-37.68638925,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
3310,3311,T20140019718,Driving accident,Finished,2014/07/09,19:00:00,Yes,Collision with vehicle,Wednesday,PULLING OUT (OVERTAKING),Yes,Dark Street lights unknown,No,T intersection,Other injury accident,50 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,1.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
3351,3352,T20140020968,Driving accident,Finished,2014/10/09,13:00:00,No,Collision with a fixed object,Thursday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,No,T intersection,Serious injury accident,50 km/hr,Yes,144.91420069,-37.68119281,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,1.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
3361,3362,T20140020123,Driving accident,Finished,2014/09/28,10:30:00,No,Vehicle overturned (no collision),Sunday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,No,Not at intersection,Other injury accident,50 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,1.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Metro
3432,3433,T20140020571,Driving accident,Finished,2014/10/05,22:30:00,Yes,Collision with a fixed object,Sunday,OTHER ACCIDENTS NOT CLASSIFIABLE ELSEWHERE,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,50 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
3468,3469,T20140020370,Driving accident,Finished,2014/10/03,05:17:00,Yes,Fall from or in moving vehicle,Friday,FELL IN/FROM VEHICLE,No,Dark No street lights,Yes,Not at intersection,Serious injury accident,Not known,No,144.94877396,-37.66712903,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,1.0,0.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
3538,3539,T20140020454,Driving accident,Finished,2014/10/04,10:07:00,No,Collision with vehicle,Saturday,TWO RIGHT TURNING (INTERSECTIONS ONLY),Yes,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,-1.0,-37.57710093,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,0.0,0.0,1.0,SMALL_CITIES,SMALL_CITIES,HUME,METROPOLITAN NORTH WEST REGION,Metro
3545,3546,T20140020920,Driving accident,Finished,2014/10/10,11:40:00,No,Collision with vehicle,Friday,U TURN,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,144.94781388,-37.66674231,HUME,METROPOLITAN NORTH WEST REGION,4.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
3580,3581,T20140021765,Driving accident,Private Property,2014/08/30,10:00:00,No,Collision with a fixed object,Friday,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,No,Day,No,Unknown,Other injury accident,Camping grounds or off road,No,144.93743916,-37.56038465,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,1.0,1.0,0.0,0.0,1.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Metro
3599,3600,T20140021380,Driving accident,Finished,2014/10/16,17:20:00,No,Collision with vehicle,Thursday,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,4.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
3605,3606,T20140020972,Driving accident,Finished,2014/10/10,21:22:00,Yes,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights off,Yes,Not at intersection,Other injury accident,100 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,6.0,0.0,0.0,1.0,5.0,2.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,5.0,0.0,5.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
3612,3613,T20140021095,Driving accident,Finished,2014/10/13,05:55:00,Yes,Struck Pedestrian,Monday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dusk/Dawn,Yes,T intersection,Serious injury accident,50 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,1.0,0.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
3624,3625,T20140021087,Driving accident,Finished,2014/10/12,17:55:00,Yes,Collision with a fixed object,Sunday,OUT OF CONTROL (OVERTAKING),No,Dusk/Dawn,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,7.0,1.0,0.0,0.0,6.0,4.0,3.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Yes,0.0,5.0,0.0,4.0,1.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Metro
3656,3657,T20140020949,Driving accident,Finished,2014/10/10,11:00:00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,5.0,0.0,1.0,2.0,2.0,3.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
3695,3696,T20140021866,Driving accident,Finished,2014/10/23,00:35:00,Yes,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,50 km/hr,Yes,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
3709,3710,T20140021423,Driving accident,Finished,2014/10/17,11:35:00,No,Collision with vehicle,Friday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,70 km/hr,No,144.95826404,-37.68952111,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,1.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
3713,3714,T20140021457,Driving accident,Finished,2014/10/17,17:45:00,Yes,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,No,144.83587435,-37.64483867,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
3756,3757,T20140021521,Driving accident,Finished,2014/10/16,15:40:00,No,Collision with vehicle,Thursday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,No,T intersection,Other injury accident,60 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,4.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,SMALL_CITIES,SMALL_CITIES,HUME,METROPOLITAN NORTH WEST REGION,Metro
3757,3758,T20140021531,Driving accident,Finished,2014/10/18,15:30:00,Yes,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Cross intersection,Serious injury accident,60 km/hr,No,144.91664454,-37.68090734,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
3785,3786,T20140020781,Driving accident,Finished,2014/10/08,16:44:00,No,Collision with vehicle,Wednesday,RIGHT FAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
3791,3792,T20140021618,Driving accident,Finished,2014/10/19,19:26:00,Yes,Collision with vehicle,Sunday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,50 km/hr,Yes,144.91492806,-37.56934357,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
3803,3804,T20140020360,Driving accident,Unfinished,2014/10/02,17:44:00,No,Collision with vehicle,Wednesday,RIGHT THROUGH,Yes,Day,Yes,Unknown,Other injury accident,80 km/hr,No,144.95511982,-37.66722742,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
3822,3823,T20140021783,Driving accident,Finished,2014/10/22,01:24:00,Yes,Collision with vehicle,Wednesday,LEFT NEAR (INTERSECTIONS ONLY),No,Dark No street lights,Yes,T intersection,Other injury accident,50 km/hr,No,-1.0,-1.0,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Metro
